Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Steven Adams,26.3,OKC,Big,210,8,-11.6,98,+5.1,88,+4.1%,98,+59.5,67,+1.0,73,+11.9%,92,+76.9,99,+4.8,84,+6.4%,98,+78.6
Giannis Antetokounmpo,24.9,MIL,Big,277,53,+1.1,57,+0.2,100,+8.9%,62,+5.8,51,+0.4,96,+29.7%,50,+3.0,41,-0.7,100,+18.4%,57,+3.7
Carmelo Anthony,35.4,POR,Big,213,28,-5.6,63,+0.6,88,+4.1%,50,0.0,28,-0.9,74,+12.5%,18,-36.2,93,+3.3,93,+10.2%,96,+70.3
D.J. Augustin,32.0,ORL,Point,127,57,+1.5,27,-1.9,68,+1.7%,30,-12.0,2,-3.2,50,+0.7%,2,-91.7,37,-1.0,92,+9.9%,51,-1.2
Patrick Beverley,31.3,LAC,Point,165,9,-11.6,1,-5.6,73,+2.1%,2,-42.9,20,-1.3,68,+9.7%,16,-36.8,8,-3.9,28,-3.3%,7,-54.0
Eric Bledsoe,29.9,MIL,Point,267,54,+1.1,39,-0.8,91,+5.0%,52,+0.5,91,+2.5,79,+14.3%,88,+64.7,9,-3.0,78,+5.7%,28,-20.6
Malcolm Brogdon,26.9,IND,Combo,159,95,+19.6,20,-2.5,40,-0.5%,42,-7.4,98,+5.1,88,+18.3%,98,+175.0,0,-7.6,13,-7.7%,5,-64.3
Jaylen Brown,23.0,BOS,Wing,670,35,-4.5,50,-0.3,51,+0.4%,55,+1.6,58,+0.6,23,-8.3%,64,+23.7,34,-1.1,78,+5.7%,21,-26.2
Trey Burke,27.0,DAL,Point,155,82,+10.0,43,-0.7,65,+1.5%,22,-18.8,31,-0.8,81,+14.8%,9,-49.2,53,+0.1,51,+0.1%,57,+4.2
Jimmy Butler,30.1,MIA,Wing,806,74,+7.0,37,-1.1,46,-0.1%,43,-6.8,46,+0.1,71,+10.9%,44,-1.3,21,-1.7,45,-0.9%,25,-22.7
Kentavious Caldwell-Pope,26.7,LAL,Wing,608,57,+1.8,61,+0.4,49,+0.3%,58,+2.5,25,-1.1,28,-6.6%,35,-12.5,71,+1.1,88,+6.9%,69,+15.2
Jordan Clarkson,27.4,UTA,Wing,197,18,-7.7,70,+1.6,48,+0.2%,89,+26.0,42,-0.3,29,-6.2%,39,-5.6,79,+1.4,52,+0.1%,91,+37.2
Mike Conley,32.1,UTA,Point,162,13,-10.0,11,-3.2,83,+3.4%,4,-34.3,54,+0.4,82,+15.4%,32,-15.8,10,-3.0,87,+6.8%,13,-40.5
Pat Connaughton,26.8,MIL,Wing,170,45,-1.1,23,-2.0,0,-6.8%,17,-20.8,15,-1.5,1,-39.2%,22,-30.3,39,-0.8,6,-8.8%,33,-16.7
Robert Covington,28.9,HOU,Big,371,7,-12.4,40,-0.8,83,+3.3%,46,-3.7,36,-0.5,45,-1.0%,40,-5.5,32,-1.2,63,+2.7%,27,-21.9
Jae Crowder,29.3,MIA,Big,659,25,-6.0,23,-2.0,44,-0.1%,20,-19.0,43,+0.1,32,-5.2%,48,+1.6,13,-2.4,53,+0.6%,9,-45.8
Seth Curry,29.2,DAL,Combo,172,100,+34.5,83,+2.8,23,-2.0%,90,+27.3,40,-0.3,55,+3.6%,41,-4.8,93,+3.1,28,-3.4%,93,+51.3
Anthony Davis,26.6,LAL,Big,768,78,+7.8,48,-0.4,76,+2.7%,27,-14.2,23,-1.2,48,-0.6%,19,-31.9,58,+0.4,70,+4.1%,53,-0.8
Goran Dragic,33.5,MIA,Point,552,56,+1.5,83,+2.8,57,+1.0%,88,+25.7,73,+1.3,48,-0.5%,68,+27.9,75,+1.3,62,+2.3%,79,+20.8
Joel Embiid,25.6,PHI,Big,144,6,-13.3,56,+0.1,78,+2.8%,45,-5.0,99,,100,+52.9%,99,,43,-0.5,60,+1.7%,41,-10.0
James Ennis,29.3,ORL,Forward,119,24,-6.0,33,-1.5,38,-0.7%,23,-17.1,89,+2.4,22,-11.1%,93,+81.4,25,-1.5,53,+0.6%,22,-24.9
Dorian Finney-Smith,26.5,DAL,Forward,190,2,-17.6,98,+5.7,81,+3.1%,100,+63.1,83,+2.1,39,-2.1%,78,+43.8,94,+3.6,79,+5.7%,98,+77.7
Evan Fournier,27.0,ORL,Wing,170,64,+3.5,93,+4.1,43,-0.1%,93,+32.7,88,+2.3,60,+7.1%,90,+69.0,78,+1.4,18,-5.6%,63,+11.4
Danilo Gallinari,31.2,OKC,Big,211,66,+3.8,89,+3.4,35,-0.8%,77,+18.7,30,-0.8,87,+17.5%,57,+11.5,98,+4.3,34,-2.5%,81,+25.1
Marc Gasol,34.8,TOR,Big,226,27,-5.7,64,+0.8,12,-3.6%,53,+1.2,39,-0.4,8,-22.5%,33,-15.0,83,+2.0,20,-5.1%,76,+17.9
Paul George,29.5,LAC,Wing,475,13,-10.1,26,-1.9,85,+3.5%,21,-18.9,52,+0.4,62,+7.4%,52,+7.7,17,-2.3,85,+6.5%,15,-34.0
Rudy Gobert,27.3,UTA,Big,270,98,+23.7,33,-1.4,22,-2.1%,29,-12.7,94,+3.5,63,+7.6%,93,+93.4,8,-3.1,41,-1.5%,8,-52.7
Eric Gordon,30.9,HOU,Wing,409,0,-20.5,96,+4.9,73,+2.3%,97,+49.0,75,+1.5,45,-1.0%,71,+32.4,95,+3.8,80,+5.7%,97,+71.9
Jerami Grant,25.6,DEN,Big,652,33,-4.8,76,+2.2,43,-0.2%,87,+23.6,57,+0.5,68,+9.5%,60,+13.8,67,+0.8,27,-3.7%,72,+15.4
Danny Green,32.4,LAL,Wing,521,79,+8.5,75,+2.2,79,+3.1%,73,+15.6,63,+0.8,65,+8.4%,53,+8.0,70,+1.0,72,+4.5%,74,+16.6
JaMychal Green,29.4,LAC,Big,208,32,-4.8,13,-3.0,64,+1.4%,13,-26.0,8,-1.9,44,-1.1%,18,-33.6,30,-1.3,91,+9.7%,26,-22.3
Jeff Green,33.2,HOU,Forward,336,75,+7.1,55,-0.1,3,-6.1%,47,-3.6,27,-1.0,59,+6.2%,30,-17.8,53,-0.0,13,-7.6%,48,-2.9
Tim Hardaway Jr.,27.6,DAL,Wing,203,3,-17.2,95,+4.8,70,+2.0%,99,+61.4,87,+2.3,35,-3.4%,89,+68.3,88,+2.5,98,+13.0%,94,+51.9
James Harden,30.2,HOU,Point,445,58,+2.0,52,-0.2,74,+2.4%,61,+4.2,88,+2.3,16,-18.3%,86,+61.1,23,-1.5,75,+4.9%,24,-23.3
Montrezl Harrell,25.8,LAC,Big,231,3,-17.4,6,-4.0,17,-2.9%,6,-32.0,4,-2.3,21,-11.8%,13,-40.7,18,-1.8,64,+3.1%,19,-27.9
Gary Harris,25.1,DEN,Wing,379,17,-8.4,29,-1.8,33,-1.1%,26,-14.3,24,-1.1,49,-0.2%,13,-40.2,49,-0.1,10,-7.8%,55,+2.6
Tobias Harris,27.3,PHI,Forward,148,98,+25.3,19,-2.5,13,-3.5%,49,-0.9,96,+4.2,6,-28.2%,97,+135.0,1,-7.4,39,-1.9%,0,-215.4
Gordon Hayward,29.6,BOS,Forward,157,83,+10.8,82,+2.7,54,+0.7%,85,+22.4,85,+2.2,89,+21.4%,59,+13.6,57,+0.3,31,-3.0%,78,+19.9
George Hill,33.5,MIL,Combo,268,42,-2.8,43,-0.7,10,-3.9%,24,-16.7,6,-2.2,3,-32.3%,5,-58.6,78,+1.3,46,-0.7%,49,-1.7
Justin Holiday,30.6,IND,Wing,131,55,+1.3,100,+7.6,87,+3.7%,98,+55.4,70,+1.2,98,+42.4%,1,-152.9,100,+7.5,8,-8.5%,100,+87.3
Al Horford,33.4,PHI,Big,128,63,+3.1,68,+1.1,50,+0.3%,82,+22.2,55,+0.5,34,-3.8%,79,+50.0,48,-0.1,68,+3.2%,35,-15.9
Danuel House,26.4,HOU,Forward,276,76,+7.2,53,-0.1,2,-6.2%,57,+2.1,13,-1.6,14,-19.4%,17,-36.6,65,+0.6,3,-11.7%,70,+15.2
Dwight Howard,33.9,LAL,Big,253,36,-4.3,47,-0.4,36,-0.8%,51,+0.5,38,-0.4,52,+1.3%,38,-7.8,50,-0.1,48,-0.3%,56,+3.4
Serge Ibaka,30.1,TOR,Big,251,61,+2.6,45,-0.6,86,+3.6%,44,-5.9,44,+0.1,88,+21.0%,47,+1.0,35,-1.1,71,+4.1%,39,-13.6
Andre Iguodala,35.8,MIA,Forward,409,39,-3.7,66,+1.0,48,+0.1%,69,+11.2,35,-0.5,38,-2.5%,29,-18.4,83,+1.9,40,-1.7%,93,+43.9
Joe Ingles,32.1,UTA,Forward,234,21,-6.8,8,-3.5,32,-1.5%,7,-30.0,7,-2.2,66,+8.6%,3,-64.7,20,-1.7,21,-4.9%,31,-19.4
Reggie Jackson,29.5,LAC,Combo,162,85,+11.4,80,+2.6,23,-2.0%,81,+21.9,37,-0.4,17,-17.0%,61,+16.8,92,+2.8,49,-0.3%,82,+25.8
LeBron James,34.8,LAL,Forward,759,53,+1.0,92,+3.9,77,+2.8%,92,+31.4,66,+1.0,84,+16.1%,69,+31.0,89,+2.7,58,+1.5%,83,+28.8
Nikola Jokic,24.7,DEN,Big,694,88,+13.3,21,-2.2,14,-3.3%,39,-8.8,23,-1.2,19,-12.2%,14,-40.1,54,+0.1,26,-4.0%,71,+15.3
Kyle Korver,38.6,MIL,Wing,115,52,+0.9,36,-1.3,16,-2.9%,23,-17.6,22,-1.3,58,+5.0%,7,-50.7,55,+0.1,24,-4.0%,44,-6.3
Caris LeVert,25.2,BKN,Combo,139,60,+2.3,38,-0.9,39,-0.5%,3,-37.2,53,+0.4,0,-47.1%,56,+11.1,31,-1.3,63,+3.0%,4,-66.7
Kawhi Leonard,28.3,LAC,Forward,510,31,-5.0,87,+3.0,72,+2.1%,78,+19.0,59,+0.6,67,+9.3%,21,-31.0,87,+2.5,37,-2.4%,84,+31.3
Damian Lillard,29.3,POR,Point,187,49,-0.3,18,-2.5,5,-5.3%,9,-29.2,3,-3.1,10,-21.1%,4,-62.8,77,+1.3,4,-10.6%,64,+12.5
Brook Lopez,31.6,MIL,Big,327,43,-2.2,7,-3.8,90,+4.9%,19,-19.4,77,+1.6,97,+31.0%,83,+54.4,5,-5.1,81,+5.8%,13,-39.3
Kyle Lowry,33.6,TOR,Point,413,77,+7.2,28,-1.8,97,+5.9%,5,-33.7,19,-1.3,5,-28.4%,6,-56.0,47,-0.4,99,+14.2%,30,-19.5
Timothe Luwawu-Cabarrot,24.5,BKN,Wing,131,99,+27.9,94,+4.6,95,+5.7%,82,+22.2,60,+0.8,15,-18.8%,56,+11.1,97,+3.9,98,+13.2%,85,+31.3
Wesley Matthews,33.0,MIL,Wing,246,33,-4.7,78,+2.4,89,+4.6%,91,+30.4,53,+0.4,91,+21.6%,58,+11.8,82,+1.7,83,+6.2%,88,+35.9
CJ McCollum,28.1,POR,Combo,240,62,+2.9,86,+2.9,60,+1.1%,76,+18.2,68,+1.1,93,+25.0%,55,+10.3,85,+2.1,73,+4.6%,95,+53.1
JaVale McGee,31.8,LAL,Big,128,43,-2.3,32,-1.7,92,+5.0%,25,-14.6,14,-1.6,77,+13.6%,20,-31.2,38,-0.8,95,+12.2%,40,-11.6
Ben McLemore,26.7,HOU,Wing,117,94,+18.6,10,-3.3,18,-2.9%,11,-26.7,11,-1.7,98,+33.5%,25,-27.9,36,-1.0,19,-5.6%,32,-19.1
Khris Middleton,28.2,MIL,Forward,355,84,+11.1,91,+3.6,94,+5.6%,94,+40.9,93,+2.7,70,+10.6%,95,+98.3,74,+1.3,97,+12.6%,83,+26.3
Paul Millsap,34.7,DEN,Big,459,30,-5.1,13,-3.0,28,-1.8%,13,-24.1,34,-0.6,53,+2.2%,27,-25.4,27,-1.5,30,-3.2%,36,-14.5
Marcus Morris,30.2,LAC,Big,386,73,+6.9,88,+3.3,67,+1.7%,86,+22.5,80,+1.9,86,+17.2%,68,+30.6,81,+1.6,23,-4.5%,78,+18.3
Markieff Morris,30.2,LAL,Big,379,23,-6.5,84,+2.8,26,-1.9%,84,+22.4,43,+0.1,38,-2.4%,45,-1.1,88,+2.5,38,-2.1%,88,+35.7
Jamal Murray,22.7,DEN,Combo,752,91,+16.2,3,-4.2,11,-3.6%,8,-29.6,32,-0.7,56,+4.1%,33,-15.5,13,-2.4,9,-7.8%,18,-29.6
Georges Niang,26.4,UTA,Big,109,78,+8.3,97,+5.0,42,-0.3%,93,+36.8,47,+0.2,11,-20.4%,73,+35.6,96,+3.9,59,+1.5%,90,+37.0
Jusuf Nurkic,25.2,POR,Big,201,70,+5.6,93,+4.3,98,+6.2%,95,+42.9,86,+2.3,90,+21.6%,72,+35.4,90,+2.7,93,+10.7%,99,+85.0
Victor Oladipo,27.5,IND,Wing,122,80,+8.7,46,-0.5,55,+0.7%,48,-1.7,65,+1.0,41,-1.9%,63,+21.5,28,-1.4,17,-6.2%,37,-14.3
Kelly Olynyk,28.5,MIA,Big,257,59,+2.3,58,+0.2,37,-0.7%,60,+3.4,18,-1.4,78,+13.8%,28,-25.1,84,+2.0,33,-2.7%,87,+35.3
Chris Paul,34.5,OKC,Point,260,20,-7.0,16,-2.7,80,+3.1%,41,-7.5,0,-3.5,43,-1.4%,0,-256.3,73,+1.2,68,+3.4%,86,+32.4
Mason Plumlee,29.7,DEN,Big,186,11,-11.4,73,+2.0,84,+3.4%,63,+6.6,72,+1.3,53,+2.9%,76,+40.1,46,-0.4,74,+4.8%,29,-19.7
Norman Powell,26.4,TOR,Wing,267,44,-1.9,73,+1.9,45,-0.1%,73,+14.8,84,+2.2,94,+25.8%,82,+50.9,33,-1.1,16,-6.4%,38,-13.7
Josh Richardson,26.1,PHI,Combo,144,89,+14.8,0,-6.6,96,+5.8%,0,-171.2,99,,99,+50.0%,99,,2,-7.2,86,+6.7%,2,-191.7
Austin Rivers,27.2,HOU,Wing,195,65,+3.6,35,-1.4,41,-0.5%,28,-12.8,12,-1.6,69,+10.4%,12,-40.9,59,+0.4,36,-2.4%,60,+9.4
Rajon Rondo,33.7,LAL,Point,394,72,+6.7,31,-1.8,18,-2.9%,33,-10.6,33,-0.7,51,+1.1%,37,-11.3,40,-0.7,12,-7.7%,46,-5.2
Terrence Ross,28.7,ORL,Wing,135,96,+20.5,9,-3.4,57,+0.8%,18,-19.5,1,-3.3,47,-0.7%,8,-50.0,51,-0.0,61,+2.2%,51,-1.2
Dennis Schroder,26.1,OKC,Combo,226,97,+20.9,72,+1.8,38,-0.7%,80,+21.8,78,+1.6,25,-7.9%,77,+40.3,43,-0.5,48,-0.3%,43,-6.5
Pascal Siakam,25.6,TOR,Forward,417,28,-5.7,34,-1.4,3,-5.7%,57,+2.3,5,-2.3,2,-37.9%,28,-21.6,68,+1.0,5,-10.2%,77,+18.1
Marcus Smart,25.7,BOS,Combo,647,63,+3.2,65,+1.0,61,+1.2%,68,+8.9,48,+0.2,37,-2.6%,43,-2.9,64,+0.6,57,+1.5%,62,+11.1
Garrett Temple,33.5,BKN,Wing,137,87,+12.0,78,+2.4,98,+6.3%,64,+7.7,82,+2.0,74,+12.5%,79,+50.0,63,+0.5,77,+5.6%,43,-9.3
PJ Tucker,34.5,HOU,Big,414,81,+9.4,44,-0.7,59,+1.0%,32,-11.7,71,+1.2,13,-20.2%,63,+19.9,22,-1.6,66,+3.1%,16,-32.1
Myles Turner,23.6,IND,Big,145,18,-7.8,53,-0.1,33,-1.3%,63,+7.1,69,+1.1,8,-23.8%,84,+58.3,33,-1.1,88,+6.9%,34,-16.1
Fred VanVleet,25.7,TOR,Combo,429,8,-12.0,8,-3.4,7,-5.2%,33,-10.7,33,-0.6,3,-35.3%,53,+8.0,26,-1.5,73,+4.7%,45,-5.9
Nikola Vucevic,29.0,ORL,Big,184,73,+6.7,90,+3.5,30,-1.6%,88,+25.4,97,+5.0,63,+8.3%,96,+118.3,18,-1.9,15,-6.5%,23,-24.9
Kemba Walker,29.5,BOS,Point,627,71,+5.8,48,-0.4,75,+2.5%,56,+1.8,41,-0.3,57,+4.7%,46,+0.7,57,+0.2,89,+8.2%,67,+14.3
TJ Warren,26.2,IND,Forward,156,93,+18.6,28,-1.8,62,+1.3%,42,-7.4,98,+5.0,93,+24.8%,98,+175.0,3,-6.8,35,-2.4%,5,-64.3
Russell Westbrook,31.0,HOU,Combo,261,12,-10.9,67,+1.1,99,+7.3%,59,+3.0,81,+1.9,83,+15.6%,70,+31.1,56,+0.1,96,+12.3%,48,-3.2
Hassan Whiteside,30.4,POR,Big,116,23,-6.4,12,-3.1,6,-5.3%,28,-12.8,78,+1.7,13,-19.7%,83,+55.5,4,-5.2,7,-8.8%,3,-80.6
Lou Williams,33.0,LAC,Combo,336,93,+17.7,22,-2.1,15,-3.0%,38,-8.9,28,-0.9,42,-1.8%,49,+2.7,29,-1.4,54,+0.8%,33,-16.5
Marvin Williams,33.4,MIL,Big,178,69,+5.5,77,+2.3,1,-6.8%,66,+8.6,18,-1.4,9,-21.2%,8,-50.4,98,+4.2,1,-14.8%,89,+36.0
Ivica Zubac,22.6,LAC,Big,317,92,+16.3,99,+6.0,63,+1.3%,96,+48.9,93,+3.5,72,+11.8%,85,+61.1,91,+2.7,14,-6.8%,92,+43.9
Torrey Craig,28.9,DEN,Wing,372,41,-3.1,15,-2.8,52,+0.4%,15,-23.1,8,-1.8,27,-7.7%,10,-47.3,48,-0.3,76,+5.1%,53,-0.6
Monte Morris,24.3,DEN,Point,396,48,-0.7,85,+2.8,68,+1.9%,83,+22.3,68,+1.0,43,-1.3%,74,+37.3,68,+0.8,83,+6.2%,58,+5.0
Kyle Kuzma,24.3,LAL,Forward,470,38,-3.7,24,-2.0,13,-3.4%,34,-10.2,63,+0.9,20,-11.8%,67,+27.0,14,-2.4,18,-5.7%,18,-31.1
Alex Caruso,25.7,LAL,Combo,499,34,-4.6,18,-2.5,58,+1.0%,16,-22.3,48,+0.2,33,-4.3%,42,-4.2,16,-2.3,43,-1.2%,17,-31.7
OG Anunoby,22.3,TOR,Forward,392,46,-1.0,79,+2.4,27,-1.8%,75,+17.0,73,+1.5,28,-6.3%,73,+35.7,69,+1.0,23,-4.3%,63,+11.6
Bam Adebayo,22.3,MIA,Big,686,68,+4.6,71,+1.7,63,+1.4%,79,+20.7,64,+0.9,33,-3.9%,62,+17.7,60,+0.4,65,+3.1%,73,+16.3
Jayson Tatum,21.7,BOS,Forward,690,40,-3.5,49,-0.3,53,+0.7%,35,-10.2,79,+1.7,73,+12.1%,75,+37.9,15,-2.3,43,-1.2%,11,-45.0
Semi Ojeleye,24.9,BOS,Big,113,10,-11.5,17,-2.6,66,+1.6%,14,-23.7,21,-1.3,74,+12.5%,23,-30.1,38,-1.0,50,-0.3%,38,-13.6
Daniel Theis,27.6,BOS,Big,481,29,-5.5,63,+0.5,21,-2.2%,71,+14.2,76,+1.5,23,-10.7%,78,+43.6,42,-0.7,44,-1.0%,50,-1.3
Maxi Kleber,27.8,DAL,Big,203,1,-18.5,4,-4.1,8,-4.0%,8,-29.9,13,-1.6,4,-31.3%,31,-16.9,12,-2.5,32,-2.8%,12,-42.7
Jarrett Allen,21.5,BKN,Big,132,90,+15.4,59,+0.3,19,-2.4%,70,+13.0,83,+2.0,26,-7.8%,79,+50.0,45,-0.4,0,-19.9%,75,+17.6
Markelle Fultz,21.4,ORL,Combo,143,4,-14.8,69,+1.3,34,-1.0%,54,+1.5,95,+4.1,63,+8.3%,94,+96.2,19,-1.7,11,-7.8%,20,-26.3
Donovan Mitchell,23.1,UTA,Combo,263,88,+12.2,68,+1.3,31,-1.5%,72,+14.3,90,+2.5,24,-8.0%,88,+66.7,24,-1.5,25,-4.0%,28,-21.1
Royce O'Neale,26.4,UTA,Wing,248,19,-7.6,14,-3.0,24,-2.0%,12,-26.2,92,+2.6,80,+14.6%,91,+70.6,6,-4.3,56,+1.2%,3,-69.7
Brad Wanamaker,30.3,BOS,Combo,265,26,-5.9,41,-0.7,29,-1.6%,31,-11.8,9,-1.8,31,-5.7%,11,-41.7,76,+1.3,22,-4.8%,68,+15.1
Robert Williams,22.0,BOS,Big,143,51,+0.5,54,-0.1,82,+3.1%,48,-2.7,16,-1.5,78,+13.6%,24,-29.1,72,+1.1,67,+3.2%,73,+16.0
Luka Doncic,20.7,DAL,Wing,214,5,-13.4,2,-5.5,9,-3.9%,3,-37.4,17,-1.5,39,-2.1%,15,-38.4,7,-4.0,2,-14.0%,14,-35.1
Michael Porter,21.3,DEN,Forward,436,86,+11.8,81,+2.6,71,+2.0%,78,+18.8,61,+0.8,54,+3.3%,65,+23.7,73,+1.2,69,+3.8%,61,+10.7
Shai Gilgeous-Alexander,21.3,OKC,Wing,279,67,+4.6,88,+3.1,28,-1.7%,68,+9.7,57,+0.6,61,+7.1%,38,-9.5,86,+2.2,29,-3.3%,59,+6.5
Donte DiVincenzo,22.7,MIL,Combo,161,37,-4.2,51,-0.3,4,-5.5%,37,-9.4,26,-1.1,18,-14.5%,23,-29.8,61,+0.5,3,-13.0%,42,-9.9
Landry Shamet,22.6,LAC,Wing,231,15,-9.3,74,+2.0,25,-1.9%,74,+16.6,56,+0.5,30,-6.1%,51,+5.6,80,+1.4,38,-2.1%,80,+21.8
Shake Milton,23.1,PHI,Combo,125,83,+10.8,25,-1.9,93,+5.5%,18,-19.7,49,+0.3,36,-3.3%,87,+64.3,11,-3.0,94,+12.1%,1,-200.0
Duncan Robinson,25.5,MIA,Wing,599,68,+5.4,38,-0.9,53,+0.6%,38,-8.9,50,+0.4,57,+4.8%,48,+1.1,28,-1.4,42,-1.4%,23,-24.6
Gary Clark,25.0,ORL,Forward,143,38,-3.9,57,+0.2,69,+2.0%,53,+1.2,62,+0.8,95,+28.9%,36,-11.9,44,-0.4,33,-2.5%,47,-4.4
Gary Trent Jr.,20.8,POR,Wing,181,16,-8.6,3,-4.4,93,+5.1%,1,-50.5,3,-2.8,85,+16.5%,3,-70.7,23,-1.6,90,+8.4%,8,-49.0
Tyler Herro,19.8,MIA,Combo,705,47,-0.9,30,-1.8,20,-2.3%,36,-9.8,10,-1.7,18,-13.5%,34,-14.7,52,-0.0,55,+0.8%,54,-0.2
Grant Williams,20.9,BOS,Big,163,50,-0.0,62,+0.5,8,-3.9%,67,+8.8,38,-0.4,7,-26.8%,43,-2.4,66,+0.6,8,-8.2%,65,+13.9
Darius Bazley,19.4,OKC,Big,116,48,-0.5,5,-4.0,47,-0.0%,10,-28.6,74,+1.5,12,-20.2%,54,+9.5,3,-5.7,57,+1.3%,9,-45.8
Kendrick Nunn,24.2,MIA,Combo,237,22,-6.8,42,-0.7,56,+0.7%,40,-8.6,29,-0.9,92,+21.7%,26,-26.6,63,+0.5,47,-0.5%,68,+15.0
Luguentz Dort,20.5,OKC,Wing,174,14,-9.8,60,+0.4,78,+3.0%,65,+8.1,45,+0.1,83,+15.7%,66,+26.7,62,+0.5,82,+5.9%,66,+14.1